"CO_CUCI_ITEM";"NO_CUCI_ITEM";"NO_CUCI_ITEM_ING";"CO_CUCI_SUB";"NO_CUCI_SUB";"NO_CUCI_SUB_ING";"CO_CUCI_POS";"NO_CUCI_POS";"NO_CUCI_POS_ING";"CO_CUCI_CAP";"NO_CUCI_CAP";"NO_CUCI_CAP_ING";"CO_CUCI_SEC";"NO_CUCI_SEC";"NO_CUCI_SEC_ING"
"08195";"Alimentos para cães e gatos, acondicionados para venda no varejo";"Dog/cat food, put up for retail sale";"0819";"Resíduos de alimentos e alimentos preparados para animais";"Food wastes and prepared animal feeds, n.e.s.";"081";"Alimentos para animais (não incluindo cereais não moídos)";"Feeding stuff for animals (not including unmilled cereals)";"08";"Alimentos para animais (não incluindo cereais não moídos)";"Feeding stuff for animals (not including unmilled cereals)";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"08199";"Preparações dos tipos utilizados para a alimentação animal, n.e.p.";"Preparations of a kind used for animal food, n.e.s.";"0819";"Resíduos de alimentos e alimentos preparados para animais";"Food wastes and prepared animal feeds, n.e.s.";"081";"Alimentos para animais (não incluindo cereais não moídos)";"Feeding stuff for animals (not including unmilled cereals)";"08";"Alimentos para animais (não incluindo cereais não moídos)";"Feeding stuff for animals (not including unmilled cereals)";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"09101";"Margarina (exceto margarina líquida)";"Margarine (excluding liquid margarine)";"0910";"Margarina, misturas ou preparações alimentícias de gorduras ou de óleos animais ou vegetais, exceto aquelas do subgrupo 4313";"Margarine, edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different such fats or oils, other than vegetable fats or oils or their fractions of subgroup 431.2";"091";"Margarina e reduções";"Margarine and shortening";"09";"Produtos e preparações alimentícias diversos";"Miscellaneous edible products and preparations";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"09109";"Outros";"Other edible mixtures/preparations of animal/vegetable fats/oils/of fractions of different such fats/oils, other than vegetable fats/oils/their fractions of subgroup 431.2";"0910";"Margarina, misturas ou preparações alimentícias de gorduras ou de óleos animais ou vegetais, exceto aquelas do subgrupo 4313";"Margarine, edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different such fats or oils, other than vegetable fats or oils or their fractions of subgroup 431.2";"091";"Margarina e reduções";"Margarine and shortening";"09";"Produtos e preparações alimentícias diversos";"Miscellaneous edible products and preparations";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"09811";"Preparações homogeneizadas de carne e miudezas comestíveis";"Homogenized preparations from meat & edible meat offal";"0981";"Alimentos homogeneizados";"Homogenized food preparations";"098";"Produtos comestíveis e preparações, n.e.p.";"Edible products and preparations, n.e.s.";"09";"Produtos e preparações alimentícias diversos";"Miscellaneous edible products and preparations";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"09812";"Produtos hortícolas homogeneizados";"Homogenized vegetables";"0981";"Alimentos homogeneizados";"Homogenized food preparations";"098";"Produtos comestíveis e preparações, n.e.p.";"Edible products and preparations, n.e.s.";"09";"Produtos e preparações alimentícias diversos";"Miscellaneous edible products and preparations";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"09813";"Preparações de frutas cozidas, homogeneizadas";"Cooked fruit preparations, homogenized";"0981";"Alimentos homogeneizados";"Homogenized food preparations";"098";"Produtos comestíveis e preparações, n.e.p.";"Edible products and preparations, n.e.s.";"09";"Produtos e preparações alimentícias diversos";"Miscellaneous edible products and preparations";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"09814";"Preparações alimentícias compostas homogeneizadas";"Homogenized composite food preparations";"0981";"Alimentos homogeneizados";"Homogenized food preparations";"098";"Produtos comestíveis e preparações, n.e.p.";"Edible products and preparations, n.e.s.";"09";"Produtos e preparações alimentícias diversos";"Miscellaneous edible products and preparations";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"09841";"Molho de soja";"Soya sauce";"0984";"Molhos, condimentos e temperos compostos, farinha de mostarda e mostarda preparada, vinagre e substitutos de vinagre obtidos a partir do ácido acético";"Sauces and preparations therefore, mixed condiments and mixed seasonings, mustard flour and meal and prepared mustard, vinegar and substitutes for vinegar obtained from acetic acid";"098";"Produtos comestíveis e preparações, n.e.p.";"Edible products and preparations, n.e.s.";"09";"Produtos e preparações alimentícias diversos";"Miscellaneous edible products and preparations";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"09842";"Ketchup e outros molhos de tomate";"Tomato ketchup & other tomato sauces";"0984";"Molhos, condimentos e temperos compostos, farinha de mostarda e mostarda preparada, vinagre e substitutos de vinagre obtidos a partir do ácido acético";"Sauces and preparations therefore, mixed condiments and mixed seasonings, mustard flour and meal and prepared mustard, vinegar and substitutes for vinegar obtained from acetic acid";"098";"Produtos comestíveis e preparações, n.e.p.";"Edible products and preparations, n.e.s.";"09";"Produtos e preparações alimentícias diversos";"Miscellaneous edible products and preparations";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"09843";"Farinha de mostarda e mostarda preparada";"Mustard flour & meal & prepared mustard";"0984";"Molhos, condimentos e temperos compostos, farinha de mostarda e mostarda preparada, vinagre e substitutos de vinagre obtidos a partir do ácido acético";"Sauces and preparations therefore, mixed condiments and mixed seasonings, mustard flour and meal and prepared mustard, vinegar and substitutes for vinegar obtained from acetic acid";"098";"Produtos comestíveis e preparações, n.e.p.";"Edible products and preparations, n.e.s.";"09";"Produtos e preparações alimentícias diversos";"Miscellaneous edible products and preparations";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"09844";"Vinagre e substitutos de vinagre obtidos a partir do ácido acético";"Vinegar & substitutes for vinegar obtained from acetic acid";"0984";"Molhos, condimentos e temperos compostos, farinha de mostarda e mostarda preparada, vinagre e substitutos de vinagre obtidos a partir do ácido acético";"Sauces and preparations therefore, mixed condiments and mixed seasonings, mustard flour and meal and prepared mustard, vinegar and substitutes for vinegar obtained from acetic acid";"098";"Produtos comestíveis e preparações, n.e.p.";"Edible products and preparations, n.e.s.";"09";"Produtos e preparações alimentícias diversos";"Miscellaneous edible products and preparations";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"09849";"Outros molhos e preparações; condimentos e temperos compostos";"Other sauces & preparations therefor; mixed condiments & mixed seasonings";"0984";"Molhos, condimentos e temperos compostos, farinha de mostarda e mostarda preparada, vinagre e substitutos de vinagre obtidos a partir do ácido acético";"Sauces and preparations therefore, mixed condiments and mixed seasonings, mustard flour and meal and prepared mustard, vinegar and substitutes for vinegar obtained from acetic acid";"098";"Produtos comestíveis e preparações, n.e.p.";"Edible products and preparations, n.e.s.";"09";"Produtos e preparações alimentícias diversos";"Miscellaneous edible products and preparations";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"0985";"Sopas e caldos e suas preparações";"Soups & broths & preparations therefor";"0985";"Sopas e caldos e suas preparações";"Soups & broths & preparations therefor";"098";"Produtos comestíveis e preparações, n.e.p.";"Edible products and preparations, n.e.s.";"09";"Produtos e preparações alimentícias diversos";"Miscellaneous edible products and preparations";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"0986";"Leveduras (vivas ou mortas); outros microrganismos monocelulares mortos (exceto as vacinas do ítem 541,63); preparações fermentativas em pó";"Yeasts (active/inactive); other single-cell micro-organisms, dead (but not including vaccines of heading 541.63); prepared baking-powders";"0986";"Leveduras (vivas ou mortas), outros microrganismos monocelulares mortos (exceto as vacinas do ítem 54163), preparações fermentativas em pó";"Yeasts (active/inactive), other single-cell micro-organisms, dead (but not including vaccines of heading 541.63), prepared baking-powders";"098";"Produtos comestíveis e preparações, n.e.p.";"Edible products and preparations, n.e.s.";"09";"Produtos e preparações alimentícias diversos";"Miscellaneous edible products and preparations";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"09891";"Massas alimentícias, cozidas ou recheadas; cuscuz, mesmo preparado";"Pasta, cooked/stuffed; couscous, whether/not prepared";"0989";"Outras preparações alimentícias";"Food preparations, n.e.s.";"098";"Produtos comestíveis e preparações, n.e.p.";"Edible products and preparations, n.e.s.";"09";"Produtos e preparações alimentícias diversos";"Miscellaneous edible products and preparations";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"09892";"Produtos comestíveis de origem animal, n.e.p.";"Edible products of animal origin, n.e.s.";"0989";"Outras preparações alimentícias";"Food preparations, n.e.s.";"098";"Produtos comestíveis e preparações, n.e.p.";"Edible products and preparations, n.e.s.";"09";"Produtos e preparações alimentícias diversos";"Miscellaneous edible products and preparations";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"09893";"Preparações alimentícias para alimentação de crianças, acondicionados para venda no varejo de farinha, fécula, amido ou extrato de malte (não contendo cacau ou contendo cacau numa proporção, em peso, menor que 40%, calculado sobre base totalmente ...";"Food preparations for infant use, put up for retail sale of flour, meal, starch/malt extract (not containing cocoa/containing cocoa in a proportion by weight of < 40% calculated on totally defatted basis, n.e.s.,/of goods of headings 022.";"0989";"Outras preparações alimentícias";"Food preparations, n.e.s.";"098";"Produtos comestíveis e preparações, n.e.p.";"Edible products and preparations, n.e.s.";"09";"Produtos e preparações alimentícias diversos";"Miscellaneous edible products and preparations";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"09894";"Extratos de malte; preparações alimentícias de farinhas, féculas ou extrato de malte (não contendo cacau ou numa proporção, em peso, < 40%, calculado sobre base totalmente desengordurada, n.e.p., ou itens 022,11 - 022,32 e subgrupo 022.4 (não contendo ...";"Malt extract; food preparations of flour, meal, starch/malt extract (not containing cocoa/containing cocoa in a proportion by weight of < 40% calculated on totally defatted basis, n.e.s.,/of goods of headings 022.11 û 022.32 & subgroup ";"0989";"Outras preparações alimentícias";"Food preparations, n.e.s.";"098";"Produtos comestíveis e preparações, n.e.p.";"Edible products and preparations, n.e.s.";"09";"Produtos e preparações alimentícias diversos";"Miscellaneous edible products and preparations";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"09899";"Outras preparações alimentícias";"Food preparations other than headings 098.91 - 098.94";"0989";"Outras preparações alimentícias";"Food preparations, n.e.s.";"098";"Produtos comestíveis e preparações, n.e.p.";"Edible products and preparations, n.e.s.";"09";"Produtos e preparações alimentícias diversos";"Miscellaneous edible products and preparations";"0";"PRODUTOS ALIMENTICIOS E ANIMAIS VIVOS";"FOOD AND LIVE ANIMALS"
"11101";"Águas, incluídas as águas minerais, naturais ou artificiais, e as águas gaseificadas, não adicionadas de açúcar ou de outros edulcorantes nem aromatizadas; gelo e neve.";"Waters, including natural/artificial mineral waters & aerated waters, not containing added sugar/other sweetening matter nor flavoured; ice & snow.";"1110";"Outras bebidas não-alcoólicas";"Non-alcoholic beverages, n.e.s.";"111";"Bebidas não-alcoólicas n.e.p.";"Non-alcoholic beverages, n.e.s.";"11";"Bebidas ";"Beverages ";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"11102";"Águas (incluídas as águas minerais e as águas gaseificadas) adição de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, n.e.p.";"Waters (including mineral waters & aerated waters) containing added sugar/other sweetening matter/flavoured, & other non-alcoholic beverages, n.e.s.";"1110";"Outras bebidas não-alcoólicas";"Non-alcoholic beverages, n.e.s.";"111";"Bebidas não-alcoólicas n.e.p.";"Non-alcoholic beverages, n.e.s.";"11";"Bebidas ";"Beverages ";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"11211";"Mostos de fermentação ou fermentação detida, exceto pela adição de álcool";"Grape must in fermentation/with fermentation arrested othw. than by the addition of alcohol.";"1121";"Vinhos de uvas frescas (incluindo vinho fortificado), mosto de uvas em fermentação ou fermentação detida";"Wine of fresh grapes (including fortified wine), grape must in fermentation or with fermentation arrested";"112";"Bebidas alcoólicas";"Alcoholic beverages";"11";"Bebidas ";"Beverages ";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"11213";"Vermutes e outros vinhos de uvas frescas aromatizados por plantas ou substâncias aromáticas.";"Vermouth & other wines of fresh grapes flavoured with plants/aromatic substances.";"1121";"Vinhos de uvas frescas (incluindo vinho fortificado), mosto de uvas em fermentação ou fermentação detida";"Wine of fresh grapes (including fortified wine), grape must in fermentation or with fermentation arrested";"112";"Bebidas alcoólicas";"Alcoholic beverages";"11";"Bebidas ";"Beverages ";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"11215";"Espumante";"Sparkling wine";"1121";"Vinhos de uvas frescas (incluindo vinho fortificado), mosto de uvas em fermentação ou fermentação detida";"Wine of fresh grapes (including fortified wine), grape must in fermentation or with fermentation arrested";"112";"Bebidas alcoólicas";"Alcoholic beverages";"11";"Bebidas ";"Beverages ";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"11217";"Vinhos de uvas frescas (exceto vinho espumante); mostos de uvas cuja fermentação tenha sido impedida ou interrompida por adição de álcool";"Wine of fresh grapes (other than sparkling wine); grape must with fermentation prevented/arrested by the addition of alcohol";"1121";"Vinhos de uvas frescas (incluindo vinho fortificado), mosto de uvas em fermentação ou fermentação detida";"Wine of fresh grapes (including fortified wine), grape must in fermentation or with fermentation arrested";"112";"Bebidas alcoólicas";"Alcoholic beverages";"11";"Bebidas ";"Beverages ";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"1122";"Bebidas fermentadas, n.e.p. (por exemplo, sidra, perada, hidromel); misturas de bebidas fermentadas e misturas de bebidas fermentadas com bebidas não alcoólicas, n.e.p.";"Meat of bovine animals, frozen, boneless";"1122";"Bebidas fermentadas (por exemplo, sidra, perada, hidromel), misturas de bebidas fermentadas e misturas de bebidas fermentadas com bebidas não alcoólicas";"Fermented beverages, n.e.s. (e.g., cider, perry, mead), mixtures of fermented beverages & mixtures of fermented beverages & non-alcoholic beverages, n.e.s.";"112";"Bebidas alcoólicas";"Alcoholic beverages";"11";"Bebidas ";"Beverages ";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"1123";"Cervejas de malte (incluindo ale, stout e porter)";"Beer made from malt (including ale, stout & porter)";"1123";"Cervejas de malte (incluindo ale, stout e porter)";"Beer made from malt (including ale, stout & porter)";"112";"Bebidas alcoólicas";"Alcoholic beverages";"11";"Bebidas ";"Beverages ";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"11241";"Whiskies";"Whisky";"1124";"Álcool etílico não desnaturado, com um teor alcoólico em volume inferior a 80% vol, aguardentes, licores e outras bebidas espirituosas";"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol, spirits, liqueurs and other spirituous beverages";"112";"Bebidas alcoólicas";"Alcoholic beverages";"11";"Bebidas ";"Beverages ";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"11242";"Aguardentes provenientes da destilação de vinho ou de bagaço de uvas";"Spirits obtained by distilling grape wine/grape marc";"1124";"Álcool etílico não desnaturado, com um teor alcoólico em volume inferior a 80% vol, aguardentes, licores e outras bebidas espirituosas";"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol, spirits, liqueurs and other spirituous beverages";"112";"Bebidas alcoólicas";"Alcoholic beverages";"11";"Bebidas ";"Beverages ";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"11244";"Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana de açúcar";"Rum & tafia";"1124";"Álcool etílico não desnaturado, com um teor alcoólico em volume inferior a 80% vol, aguardentes, licores e outras bebidas espirituosas";"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol, spirits, liqueurs and other spirituous beverages";"112";"Bebidas alcoólicas";"Alcoholic beverages";"11";"Bebidas ";"Beverages ";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"11245";"Gim e genebra";"Gin & geneva";"1124";"Álcool etílico não desnaturado, com um teor alcoólico em volume inferior a 80% vol, aguardentes, licores e outras bebidas espirituosas";"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol, spirits, liqueurs and other spirituous beverages";"112";"Bebidas alcoólicas";"Alcoholic beverages";"11";"Bebidas ";"Beverages ";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"11249";"Aguardentes e bebidas alcoólicas destiladas, n.e.p.";"Spirits & distilled alcoholic beverages, n.e.s.";"1124";"Álcool etílico não desnaturado, com um teor alcoólico em volume inferior a 80% vol, aguardentes, licores e outras bebidas espirituosas";"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol, spirits, liqueurs and other spirituous beverages";"112";"Bebidas alcoólicas";"Alcoholic beverages";"11";"Bebidas ";"Beverages ";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"1211";"Tabaco, não descaulificado, desnervado";"Meat of sheep, fresh/chilled";"1211";"Tabaco, não descaulificado, desnervado";"Tobacco, not stemmed/stripped";"121";"Tabaco não manufacturado; desperdícios de tabaco";"Tobacco, unmanufactured; tobacco refuse";"12";"Tabaco e suas manufaturas";"Tobacco and tobacco manufactures";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"1212";"Tabaco, completamente ou parcialmente descaulificado ou desnervado";"Meat of sheep, frozen";"1212";"Tabaco, completamente ou parcialmente descaulificado ou desnervado";"Tobacco, wholly/partly stemmed/stripped";"121";"Tabaco não manufacturado; desperdícios de tabaco";"Tobacco, unmanufactured; tobacco refuse";"12";"Tabaco e suas manufaturas";"Tobacco and tobacco manufactures";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"1213";"Desperdícios de tabaco";"Meat of goats, fresh, chilled/frozen";"1213";"Desperdícios de tabaco";"Tobacco refuse";"121";"Tabaco não manufacturado; desperdícios de tabaco";"Tobacco, unmanufactured; tobacco refuse";"12";"Tabaco e suas manufaturas";"Tobacco and tobacco manufactures";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"1221";"Cigarros contendo tabaco";"Meat of swine, fresh/chilled";"1221";"Charutos, cigarrilhas e cigarros, de tabaco ou dos seus sucedâneos";"Cigars, cheroots & cigarillos, containing tobacco";"122";"Tabaco, manufaturado (incluindo sucedâneos de tabaco)";"Tobacco, manufactured (whether or not containing tobacco substitutes)";"12";"Tabaco e suas manufaturas";"Tobacco and tobacco manufactures";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"1222";"Carne ou despojos comestíveis de coelhos ou lebres";"Meat of swine, frozen";"1222";"Cigarros contendo tabaco";"Cigarettes containing tobacco";"122";"Tabaco, manufaturado (incluindo sucedâneos de tabaco)";"Tobacco, manufactured (whether or not containing tobacco substitutes)";"12";"Tabaco e suas manufaturas";"Tobacco and tobacco manufactures";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"12231";"Charutos, cigarrilhas e cigarros, de sucedâneos";"Cigars, cheroots, cigarillos & cigarettes, of tobacco substitutes";"1223";"Outros produtos de tabaco manufaturado (incluindo tabaco para fumar e mascar, rapé), extratos e molhos de tabaco";"Other manufactured tobacco (including smoking and chewing tobacco, snuff), tobacco extracts and essences";"122";"Tabaco, manufaturado (incluindo sucedâneos de tabaco)";"Tobacco, manufactured (whether or not containing tobacco substitutes)";"12";"Tabaco e suas manufaturas";"Tobacco and tobacco manufactures";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"12232";"Tabaco para fumar, mesmo contendo sucedâneos de tabaco em qualquer proporção.";"Smoking tobacco, whether/not containing tobacco substitutes in any proportion.";"1223";"Outros produtos de tabaco manufaturado (incluindo tabaco para fumar e mascar, rapé), extratos e molhos de tabaco";"Other manufactured tobacco (including smoking and chewing tobacco, snuff), tobacco extracts and essences";"122";"Tabaco, manufaturado (incluindo sucedâneos de tabaco)";"Tobacco, manufactured (whether or not containing tobacco substitutes)";"12";"Tabaco e suas manufaturas";"Tobacco and tobacco manufactures";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"12239";"Manufaturas de tabaco, extratos e essências, n.e.p.";"Manufactured tobacco, extracts & essences, n.e.s.";"1223";"Outros produtos de tabaco manufaturado (incluindo tabaco para fumar e mascar, rapé), extratos e molhos de tabaco";"Other manufactured tobacco (including smoking and chewing tobacco, snuff), tobacco extracts and essences";"122";"Tabaco, manufaturado (incluindo sucedâneos de tabaco)";"Tobacco, manufactured (whether or not containing tobacco substitutes)";"12";"Tabaco e suas manufaturas";"Tobacco and tobacco manufactures";"1";"BEBIDAS E TABACO";"BEVERAGES AND TOBACCO"
"21121";"Couros e peles inteiros, de peso unitário não superior a 8 kg quando secos, a 10 kg quando salgados a seco ou 16 kg quando frescos, salgados húmidos ou conservados de outro modo";"Whole bovine (incl. buffalo)/equine hides & skins, of a weight per skin not >8kg (simply dried)/10kg (dry-salted)/16kg (fresh/wet-salted/othwise preserved)";"2112";"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos (frescos, ou salgados, secos, em conserva ou conservados de outro modo, mas não curtidos, apergaminhados ou preparadas de outro modo), ou não depilados ou divididos";"Raw hides and skins of bovine (including buffalo) or equine animals (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split";"211";"Couros e peles ( exceto peles finas), em bruto";"Hides and skins (except furskins), raw";"21";"Couros e peles, peles finas, em bruto";"Hides, skins and furskins, raw";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"21129";"Outros couros e peles, incluindo extremidades, curvas e barrigas";"Other hides & skins, including butts, bends & bellies";"2112";"Couros e peles de bovinos (incluindo os búfalos) ou de equídeos (frescos, ou salgados, secos, em conserva ou conservados de outro modo, mas não curtidos, apergaminhados ou preparadas de outro modo), ou não depilados ou divididos";"Raw hides and skins of bovine (including buffalo) or equine animals (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split";"211";"Couros e peles ( exceto peles finas), em bruto";"Hides and skins (except furskins), raw";"21";"Couros e peles, peles finas, em bruto";"Hides, skins and furskins, raw";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"2116";"Couros e peles de ovelhas e de cordeiro (exceto Astrakhan, Broadtail, caracul, persa ou cordeiros semelhantes, indianos, chin.e.p.es, mongóis ou cordeiros tibetanos) com a lã em bruto (frescos ou salgados, secos, em conserva ou conservados de outro modo, ";"Sheepskins & lambskins (except Astrakhan, Broadtail, Caracul, Persian/similar lambs, Indian, Chinese, Mongolian/Tibetan lambs) with the wool on, raw (fresh/salted, dried, limed, pickled/othw. preserved, but not tanned, parchment-dressed ";"2116";"Couros e peles de ovelhas e de cordeiro, com a lã em bruto (frescos ou salgados, secos, em conserva ou conservados de outro modo, mas não curtidas, apergaminhados ou preparadas de outro modo), mesmo divididos";"Sheepskins & lambskins (except Astrakhan, Broadtail, Caracul, Persian/similar lambs, Indian, Chinese, Mongolian/Tibetan lambs) with the wool on, raw (fresh/salted, dried, limed, pickled/othw. preserved, but not tanned, parchment-dressed ";"211";"Couros e peles ( exceto peles finas), em bruto";"Hides and skins (except furskins), raw";"21";"Couros e peles, peles finas, em bruto";"Hides, skins and furskins, raw";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"2117";"Couros e peles de ovelhas e de cordeiro, em bruto (frescos, ou salgados, secos, em conserva ou conservados de outro modo, mas não curtidos, apergaminhados ou preparadas de outro modo), mesmo divididos";"Sheepskins & lambskins without wool on, raw (fresh,/salted, dried, limed, pickled/othw. preserved, but not tanned, parchment-dressed/further prepared), whether/not split";"2117";"Couros e peles de ovelhas e de cordeiro, em bruto (frescos, ou salgados, secos, em conserva ou conservados de outro modo, mas não curtidos, apergaminhados ou preparadas de outro modo), mesmo divididos";"Sheepskins & lambskins without wool on, raw (fresh,/salted, dried, limed, pickled/othw. preserved, but not tanned, parchment-dressed/further prepared), whether/not split";"211";"Couros e peles ( exceto peles finas), em bruto";"Hides and skins (except furskins), raw";"21";"Couros e peles, peles finas, em bruto";"Hides, skins and furskins, raw";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"21191";"Aparas e outros resíduos de couro ou de couro reconstituído, não utilizáveis ??para fabricação de obras de couro; serragem, pó e farinha";"Parings & other waste of leather/of composition leather, not suitable for the manufacture of leather articles; leather dust, powder & flour";"2119";"Outros couros e peles, resíduos e couro usado";"Hides and skins, n.e.s., waste and used leather";"211";"Couros e peles ( exceto peles finas), em bruto";"Hides and skins (except furskins), raw";"21";"Couros e peles, peles finas, em bruto";"Hides, skins and furskins, raw";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"21199";"Couros e peles, n.e.p., em bruto (frescos, ou salgados, secos, em conserva ou conservados de outro modo, mas não curtidos, apergaminhadosou preparadas de outro modo), mesmo depilados ou divididos";"Hides & skins, n.e.s., raw (fresh,/salted, dried, limed, pickled/othw. preserved, but not tanned, parchment-dressed/further prepared), whether/not dehaired/split";"2119";"Outros couros e peles, resíduos e couro usado";"Hides and skins, n.e.s., waste and used leather";"211";"Couros e peles ( exceto peles finas), em bruto";"Hides and skins (except furskins), raw";"21";"Couros e peles, peles finas, em bruto";"Hides, skins and furskins, raw";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
"2121";"Peles de vison, cru, inteiro, com ou sem cabeça, cauda ou patas";"Mink skins, raw, whole, with/without head, tail/paws";"2121";"Peles de vison, cru, inteiro, com ou sem cabeça, cauda ou patas";"Mink skins, raw, whole, with/without head, tail/paws";"212";"Peles finas em bruto (incluindo as cabeças, caudas, patas e outras partes ou estacas, adequados para uso na indústria de peles), exceto as peles de grupo 211";"Furskins, raw (including heads, tails, paws and other pieces or  cuttings, suitable for furriersÆ use), other than hides and skins of group 211";"21";"Couros e peles, peles finas, em bruto";"Hides, skins and furskins, raw";"2";"MATERIAS EM BRUTO, NAO COMESTIVEIS, EXCETO COMBUSTIVEIS";"CRUDE MATERIALS, INEDIBLE, EXCEPT FUELS"
